Name,Platform,Genre,Global_Sales
Grand Theft Auto: San Andreas,PS2,Action,20.81m
Grand Theft Auto V,PS3,Action,20.32m
Grand Theft Auto V,PS4,Action,19.39m
Grand Theft Auto: Vice City,PS2,Action,16.15m
Grand Theft Auto V,X360,Action,15.86m
Grand Theft Auto III,PS2,Action,13.10m
Grand Theft Auto IV,X360,Action,11.09m
Grand Theft Auto IV,PS3,Action,10.57m
Uncharted 4: A Thief's End,PS4,Action,10.33m
Grand Theft Auto V,XOne,Action,8.72m
Grand Theft Auto: Liberty City Stories,PSP,Action,7.72m
Uncharted 3: Drake's Deception,PS3,Action,6.84m
Uncharted 2: Among Thieves,PS3,Action,6.74m
Red Dead Redemption,PS3,Action,6.57m
Red Dead Redemption,X360,Action,6.50m
Driver,PS,Action,6.27m
God of War (2018),PC,Action,6.15m
Metal Gear Solid 2: Sons of Liberty,PS2,Action,6.05m
Metal Gear Solid,PS,Action,6.03m
Metal Gear Solid 4: Guns of the Patriots,PS3,Action,6.00m
Resident Evil 2,PS,Action,5.82m
Uncharted: The Nathan Drake Collection,PS4,Action,5.70m
LEGO Star Wars: The Complete Saga,Wii,Action,5.66m
Assassin's Creed II,PS3,Action,5.57m
Assassin's Creed,X360,Action,5.55m
Batman: Arkham City,PS3,Action,5.54m
Assassin's Creed II,X360,Action,5.30m
Resident Evil 5,PS3,Action,5.10m
Grand Theft Auto: Vice City Stories,PSP,Action,5.08m
Resident Evil,PS,Action,5.05m
Uncharted: Drake's Fortune,PS3,Action,4.97m
Assassin's Creed,PS3,Action,4.83m
God of War III,PS3,Action,4.81m
LEGO Star Wars: The Complete Saga,DS,Action,4.77m
Batman: Arkham City,X360,Action,4.75m
Driver 2,PS,Action,4.73m
Monster Hunter: World,PS4,Action,4.67m
The Lord of the Rings: The Two Towers,PS2,Action,4.67m
Tomb Raider,PS,Action,4.63m
Spider-Man: The Movie,PS2,Action,4.48m
God of War,PS2,Action,4.45m
Batman: Arkham Asylum,PS3,Action,4.28m
Assassin's Creed: Revelations,PS3,Action,4.23m
Metal Gear Solid 3: Snake Eater,PS2,Action,4.23m
Assassin's Creed: Revelations,X360,Action,4.22m
Frogger,PS,Action,4.16m
Assassin's Creed: Unity,PS4,Action,4.14m
Batman: Arkham Knight,PS4,Action,4.11m
God of War II,PS2,Action,4.07m
Assassin's Creed Origins,PS4,Action,4.06m
Far Cry 5,PS4,Action,3.95m
Resident Evil Director's Cut,PS,Action,3.77m
Harry Potter and the Sorcerer's Stone,PS,Action,3.73m
Resident Evil 3: Nemesis,PS,Action,3.72m
Resident Evil 4,PS2,Action,3.62m
Luigi's Mansion,GC,Action,3.60m
Assassin's Creed Syndicate,PS4,Action,3.60m
Assassin's Creed: Unity,XOne,Action,3.58m
Monster Hunter Generations,3DS,Action,3.56m
Grand Theft Auto: Liberty City Stories,PS2,Action,3.54m
The Getaway,PS2,Action,3.54m
Batman: Arkham Asylum,X360,Action,3.54m
Assassin's Creed: Brotherhood,X360,Action,3.53m
LEGO Star Wars: The Video Game,PS2,Action,3.53m
Resident Evil 5,X360,Action,3.53m
Rugrats in Paris: The Movie,PS,Action,3.52m
Kung Fu,NES,Action,3.50m
Grand Theft Auto 2,PS,Action,3.42m
Spider-Man 2,PS2,Action,3.41m
Watch Dogs 2,PS4,Action,3.36m
Star Wars Episode III: Revenge of the Sith,PS2,Action,3.32m
Resident Evil VII: Biohazard,PS4,Action,3.31m
The Lord of the Rings: The Return of the King,PS2,Action,3.28m
True Crime: Streets of LA,PS2,Action,3.27m
God of War: Chains of Olympus,PSP,Action,3.19m
Middle-Earth: Shadow of Mordor,PS4,Action,3.19m
Enter the Matrix,PS2,Action,3.18m
Spider-Man,PS,Action,3.13m
Resident Evil 6,PS3,Action,3.12m
Saints Row 2,X360,Action,3.07m
Metal Gear Solid V: The Phantom Pain,PS4,Action,3.04m
Tom Clancy's Splinter Cell,XB,Action,3.02m
inFAMOUS,PS3,Action,2.99m
Devil May Cry,PS2,Action,2.99m
Hitman 2: Silent Assassin,PS2,Action,2.96m
Assassin's Creed: Brotherhood,PS3,Action,2.85m
Skylanders: Spyro's Adventure,Wii,Action,2.79m
Star Wars: The Force Unleashed,X360,Action,2.77m
Saints Row: The Third,X360,Action,2.77m
Onimusha: Warlords,PS2,Action,2.70m
LEGO Star Wars II: The Original Trilogy,PS2,Action,2.69m
Hannah Montana,DS,Action,2.65m
Tom Clancy's Splinter Cell,PS2,Action,2.65m
Star Wars: Shadows of the Empire,N64,Action,2.65m
God of War Collection,PS3,Action,2.60m
Streets of Rage,GEN,Action,2.60m
LEGO Star Wars: The Complete Saga,X360,Action,2.59m
Tomb Raider (2013),PS3,Action,2.51m
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,2.49m
Saints Row: The Third,PS3,Action,2.48m
Tomb Raider: The Last Revelation,PS,Action,2.48m
Assassin's Creed Origins,XOne,Action,2.47m
Dying Light,PS4,Action,2.45m
New Super Luigi U,WiiU,Action,2.42m
Dino Crisis,PS,Action,2.41m
God of War: Ascension,PS3,Action,2.40m
Dead Island,X360,Action,2.38m
The Incredibles,PS2,Action,2.37m
Uncharted: The Lost Legacy,PS4,Action,2.37m
Lego Marvel Super Heroes,X360,Action,2.34m
Resident Evil - Code: Veronica X,PS2,Action,2.34m
Assassin's Creed IV: Black Flag,XOne,Action,2.32m
Grand Theft Auto,PS,Action,2.32m
LEGO Star Wars: The Complete Saga,PS3,Action,2.31m
Dead Island,PS3,Action,2.29m
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,2.23m
Star Wars: The Force Unleashed,PS3,Action,2.22m
Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,2.21m
Frogger,2600,Action,2.20m
Saints Row,X360,Action,2.18m
Final Fantasy Tactics Advance,GBA,Action,2.13m
Dynasty Warriors 4,PS2,Action,2.11m
Devil May Cry 3: Dante's Awakening,PS2,Action,2.09m
Finding Nemo,PS2,Action,2.09m
Dead Rising,X360,Action,2.09m
Metal Gear Solid: Peace Walker,PSP,Action,2.08m
The Incredibles,GBA,Action,2.06m
Hitman: Absolution,PS3,Action,2.06m
Toy Story 3: The Video Game,DS,Action,2.06m
Tom Clancy's Splinter Cell: Conviction,X360,Action,2.06m
Middle-Earth: Shadow of War,PS4,Action,2.04m
Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,2.04m
Tenchu: Stealth Assassins,PS,Action,1.99m
Resident Evil 6,X360,Action,1.97m
Devil May Cry 2,PS2,Action,1.97m
E.T.: The Extra Terrestrial,2600,Action,1.97m
Dishonored 2,PS4,Action,1.97m
Lego Marvel Super Heroes,PS3,Action,1.96m
Grand Theft Auto: San Andreas,XB,Action,1.95m
Lego Marvel Super Heroes,PS4,Action,1.91m
Tomb Raider (2013),X360,Action,1.90m
inFAMOUS 2,PS3,Action,1.87m
Dynasty Warriors 3,PS2,Action,1.87m
Star Wars: The Force Unleashed,Wii,Action,1.86m
The Evil Within,PS4,Action,1.86m
Phineas and Ferb,DS,Action,1.85m
LEGO Star Wars III: The Clone Wars,Wii,Action,1.79m
SpongeBob SquarePants: SuperSponge,PS,Action,1.78m
The Getaway: Black Monday,PS2,Action,1.78m
Far Cry 5,XOne,Action,1.78m
50 Cent: Bulletproof,PS2,Action,1.77m
State of Emergency,PS2,Action,1.76m
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action,1.76m
Kinect Star Wars,X360,Action,1.76m
Just Cause 2,PS3,Action,1.75m
For Honor,PS4,Action,1.75m
LEGO City Undercover: The Chase Begins,3DS,Action,1.74m
Twisted Metal III,PS,Action,1.73m
Harry Potter and the Sorcerer's Stone,GB,Action,1.73m
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,Action,1.72m
Hitman: Absolution,X360,Action,1.70m
Ben 10: Protector of Earth,DS,Action,1.70m
Saints Row IV,X360,Action,1.69m
Harry Potter and the Sorcerer's Stone,GBA,Action,1.69m
Resident Evil 4,GC,Action,1.69m
Saints Row 2,PS3,Action,1.68m
Monster Hunter Double Cross,3DS,Action,1.68m
Star Wars The Clone Wars: Lightsaber Duels,Wii,Action,1.65m
Heavenly Sword,PS3,Action,1.65m
Dead Rising 3,XOne,Action,1.63m
Uncharted: Golden Abyss,PSV,Action,1.62m
Just Cause 2,X360,Action,1.60m
Devil May Cry 4,PS3,Action,1.58m
Batman: Arkham Knight,XOne,Action,1.58m
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,1.57m
Hannah Montana: Music Jam,DS,Action,1.56m
Twisted Metal,PS,Action,1.56m
Final Fight,SNES,Action,1.56m
Mafia II,X360,Action,1.56m
Spider-Man 2: Enter: Electro,PS,Action,1.55m
Pac-Man World 2,PS2,Action,1.51m
Star Wars: The Force Unleashed II,PS3,Action,1.51m
Dragon Ball: Xenoverse 2,PS4,Action,1.50m
Metal Gear Rising: Revengeance,PS3,Action,1.50m
Pac-Man World,PS,Action,1.50m
Mafia II,PS3,Action,1.49m
Dead Rising 2,X360,Action,1.49m
LEGO Star Wars III: The Clone Wars,X360,Action,1.48m
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,1.48m
Dying Light,XOne,Action,1.47m
Ryse: Son of Rome,XOne,Action,1.47m
The SpongeBob SquarePants Movie,GBA,Action,1.46m
Resident Evil 4,Wii,Action,1.46m
Onimusha 3: Demon Siege,PS2,Action,1.45m
Resident Evil Outbreak,PS2,Action,1.45m
Assassin's Creed Syndicate,XOne,Action,1.44m
Star Wars: The Force Unleashed II,X360,Action,1.44m
Frogger 2: Swampy's Revenge,PS,Action,1.43m
Middle-Earth: Shadow of Mordor,XOne,Action,1.42m
Resident Evil,GC,Action,1.42m
Yu-Gi-Oh! The Duelists of the Roses,PS2,Action,1.41m
LEGO Star Wars: The Video Game,GC,Action,1.41m
LEGO Star Wars II: The Original Trilogy,PSP,Action,1.41m
The Lion King,GEN,Action,1.41m
Spider-Man: The Movie,XB,Action,1.40m
Toy Story 3: The Video Game,Wii,Action,1.39m
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Action,1.39m
Dynasty Warriors 5,PS2,Action,1.39m
Hannah Montana: Spotlight World Tour,Wii,Action,1.39m
Bakugan: Battle Brawlers,DS,Action,1.38m
True Crime: Streets of LA,XB,Action,1.38m
Dead Rising 2,PS3,Action,1.37m
Metroid: Other M,Wii,Action,1.36m
Samurai Warriors,PS2,Action,1.35m
Watch Dogs 2,XOne,Action,1.35m
Devil May Cry 4,X360,Action,1.34m
Grand Theft Auto V,PC,Action,1.33m
Saints Row IV,PS3,Action,1.33m
Alan Wake,X360,Action,1.33m
Kirby: Planet Robobot,3DS,Action,1.32m
Fighting Force,PS,Action,1.32m
[Prototype],X360,Action,1.31m
Assassin's Creed: Rogue,PS3,Action,1.30m
Resident Evil Zero,GC,Action,1.29m
Kid Icarus: Uprising,3DS,Action,1.28m
Army Men 3D,PS,Action,1.28m
Manhunt,PS2,Action,1.28m
Silent Hill 2,PS2,Action,1.28m
Jet Li: Rise to Honor,PS2,Action,1.27m
LEGO Harry Potter: Years 5-7,Wii,Action,1.26m
Hyrule Warriors,WiiU,Action,1.26m
Assassin's Creed: Bloodlines,PSP,Action,1.26m
Star Wars: The Force Unleashed,PS2,Action,1.25m
Combat,2600,Action,1.25m
Lara Croft Tomb Raider: The Angel of Darkness,PS2,Action,1.25m
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Action,1.25m
LEGO City Undercover,WiiU,Action,1.24m
[Prototype],PS3,Action,1.24m
Star Wars Episode III: Revenge of the Sith,XB,Action,1.24m
Transformers: Autobots / Decepticons,DS,Action,1.24m
Ninja Gaiden,XB,Action,1.23m
Ben 10: Protector of Earth,Wii,Action,1.23m
Bayonetta,PS3,Action,1.21m
Dino Crisis 2,PS,Action,1.21m
Star Wars Episode 1: Jedi Power Battles,PS,Action,1.21m
The Lord of the Rings: The Fellowship of the Ring,PS2,Action,1.20m
Mad Max (2013),PS4,Action,1.20m
Enter the Matrix,XB,Action,1.20m
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Action,1.19m
Metal Gear Solid: Portable Ops,PSP,Action,1.19m
Hitman 2: Silent Assassin,XB,Action,1.19m
Spider-Man: The Movie,GC,Action,1.19m
LEGO Dimensions,PS4,Action,1.18m
LEGO Star Wars III: The Clone Wars,PS3,Action,1.18m
LEGO Jurassic World,PS4,Action,1.18m
Red Dead Redemption: Undead Nightmare,PS3,Action,1.18m
One Piece Pirate Warriors,PS3,Action,1.17m
Mission: Impossible,N64,Action,1.17m
Sunset Overdrive,XOne,Action,1.16m
LEGO Star Wars: The Video Game,XB,Action,1.16m
Gauntlet: Dark Legacy,PS2,Action,1.15m
Kaboom!,2600,Action,1.15m
Doraemon,NES,Action,1.15m
Middle-Earth: Shadow of War,XOne,Action,1.15m
Pokémon Rumble Blast,3DS,Action,1.15m
Lego Marvel Super Heroes,XOne,Action,1.15m
Ninja Gaiden Sigma,PS3,Action,1.15m
LEGO Star Wars III: The Clone Wars,3DS,Action,1.14m
Action Bass,PS,Action,1.14m
Tenchu: Wrath of Heaven,PS2,Action,1.14m
Commando,NES,Action,1.14m
Resident Evil - Code: Veronica,DC,Action,1.14m
The Lord of the Rings: The Return of the King,XB,Action,1.14m
LEGO Star Wars: The Video Game,GBA,Action,1.14m
Spider-Man 2,XB,Action,1.12m
Transformers: The Game,PS2,Action,1.11m
LEGO Marvel Super Heroes 2,PS4,Action,1.11m
Castlevania: Lords of Shadow,PS3,Action,1.11m
Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,1.11m
Red Dead Redemption: Undead Nightmare,X360,Action,1.11m
Metal Gear Solid HD Collection,PS3,Action,1.11m
LEGO Star Wars III: The Clone Wars,DS,Action,1.10m
Toy Story 3: The Video Game,PS3,Action,1.09m
Bully: Scholarship Edition,X360,Action,1.09m
Star Wars: The Force Unleashed,PSP,Action,1.09m
The Godfather,PS2,Action,1.09m
Dante's Inferno,PS3,Action,1.08m
Disney's Lilo & Stitch,GBA,Action,1.08m
LEGO Star Wars II: The Original Trilogy,DS,Action,1.07m
Hulk,PS2,Action,1.06m
Darksiders,X360,Action,1.06m
Lego Marvel Super Heroes: Universe in Peril,3DS,Action,1.05m
The Evil Within 2,PS4,Action,1.05m
Disney Universe,Wii,Action,1.05m
LEGO Pirates of the Caribbean: The Video Game,X360,Action,1.04m
Nioh,PS4,Action,1.03m
Guinness World Records: The Videogame,Wii,Action,1.03m
Tomb Raider,PC,Action,1.03m
LEGO Jurassic World,PS3,Action,1.02m
Final Fight 2,SNES,Action,1.02m
The Lost World: Jurassic Park,PS,Action,1.02m
Assassin's Creed: Rogue,X360,Action,1.02m
God of War: Ghost of Sparta,PSP,Action,1.01m
LEGO Marvel's Avengers,PS4,Action,1.01m
Ninja Gaiden II,X360,Action,1.01m
LEGO Jurassic World,X360,Action,1.01m
LEGO Harry Potter: Years 5-7,X360,Action,1.01m
Dynasty Warriors 3: Xtreme Legends,PS2,Action,1.00m
The Bouncer,PS2,Action,0.99m
Disney Tangled,DS,Action,0.98m
Brutal Legend,X360,Action,0.97m
Grand Theft Auto: Vice City Stories,PS2,Action,0.97m
Skylanders: Spyro's Adventure,X360,Action,0.97m
Grand Theft Auto: San Andreas,PC,Action,0.97m
LEGO Star Wars II: The Original Trilogy,GC,Action,0.97m
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,0.96m
Shinobi,PS2,Action,0.96m
LEGO Harry Potter: Years 5-7,PS3,Action,0.95m
Ben 10: Alien Force,DS,Action,0.95m
Lego Batman 3: Beyond Gotham,PS4,Action,0.94m
Skylanders: Spyro's Adventure,PS3,Action,0.94m
Brutal Legend,PS3,Action,0.94m
Castlevania: Lament of Innocence,PS2,Action,0.94m
Lego Batman 3: Beyond Gotham,X360,Action,0.94m
Bully,PS2,Action,0.94m
Spider-Man,2600,Action,0.93m
Bayonetta,X360,Action,0.93m
Teenage Mutant Ninja Turtles,GBA,Action,0.93m
Monster Hunter: World,XOne,Action,0.93m
Teenage Mutant Ninja Turtles,PS2,Action,0.92m
Dante's Inferno,X360,Action,0.92m
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,0.92m
Dynasty Warriors 7,PS3,Action,0.91m
LEGO Pirates of the Caribbean: The Video Game,DS,Action,0.91m
James Cameron's Avatar: The Game,PS3,Action,0.90m
3Xtreme,PS,Action,0.90m
God of War Saga,PS3,Action,0.89m
Monster Strike 3DS,3DS,Action,0.89m
Resident Evil VII: Biohazard,XOne,Action,0.89m
God of War III Remastered,PS4,Action,0.89m
Finding Nemo,GC,Action,0.89m
Resident Evil: Revelations,3DS,Action,0.89m
The Tomb Raider Trilogy,PS3,Action,0.89m
Fortnite,PS4,Action,0.89m
Star Wars: The Force Unleashed,DS,Action,0.88m
NBA 2K6,PS2,Action,0.88m
LEGO Harry Potter Collection,PS4,Action,0.88m
LEGO Dimensions,X360,Action,0.87m
Grand Theft Auto IV,PC,Action,0.87m
Warriors Orochi,PS2,Action,0.87m
Ghostbusters: The Video Game,Wii,Action,0.87m
For Honor,XOne,Action,0.87m
Dishonored 2,XOne,Action,0.86m
Bayonetta 2,WiiU,Action,0.86m
Dynasty Warriors 4: Xtreme Legends,PS2,Action,0.86m
Tomb Raider: Anniversary,Wii,Action,0.85m
Army Men: Air Attack,PS,Action,0.85m
Thief,PS4,Action,0.85m
Ninja Gaiden Sigma 2,PS3,Action,0.85m
Disney Infinity 3.0,PS4,Action,0.85m
Rampage World Tour,PS,Action,0.85m
LEGO Jurassic World,3DS,Action,0.85m
Ghostbusters: The Video Game,PS3,Action,0.84m
Spider-Man 2,GC,Action,0.84m
The Incredibles,GC,Action,0.84m
Devil May Cry HD Collection,PS3,Action,0.84m
Lego Batman 3: Beyond Gotham,PS3,Action,0.84m
ZombiU,WiiU,Action,0.84m
Ben 10: Protector of Earth,PS2,Action,0.84m
Dynasty Warriors 2,PS2,Action,0.83m
Metal Gear Solid V: The Phantom Pain,XOne,Action,0.83m
Lizzie McGuire 2: Lizzie Diaries,GBA,Action,0.83m
Twisted Metal (2012),PS3,Action,0.83m
Custer's Revenge,2600,Action,0.82m
ARK: Survival Evolved,PS4,Action,0.81m
DmC Devil May Cry,PS3,Action,0.81m
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Action,0.81m
LEGO Dimensions,PS3,Action,0.81m
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Action,0.81m
Ben 10: Alien Force,Wii,Action,0.80m
Star Wars The Clone Wars: Republic Heroes,Wii,Action,0.80m
Alien,2600,Action,0.79m
Assassin's Creed The Ezio Collection,PS4,Action,0.79m
Prototype 2,X360,Action,0.79m
MadWorld,Wii,Action,0.78m
LEGO Jurassic World,XOne,Action,0.78m
Star Wars: The Force Unleashed II,Wii,Action,0.78m
Tom Clancy's Splinter Cell: Double Agent,X360,Action,0.78m
Star Wars The Clone Wars: Jedi Alliance,DS,Action,0.78m
Hitman,PS4,Action,0.78m
Prototype 2,PS3,Action,0.77m
Air Raid,2600,Action,0.77m
James Cameron's Avatar: The Game,X360,Action,0.77m
Crystal Castles,2600,Action,0.77m
Fortnite,XOne,Action,0.77m
Star Wars Episode II: Attack of the Clones,GBA,Action,0.77m
Twisted Metal: Head On,PSP,Action,0.77m
Lego Marvel Super Heroes,WiiU,Action,0.76m
Resident Evil: Revelations,PS3,Action,0.76m
Mercenaries: Playground of Destruction,PS2,Action,0.76m
Toy Story 3: The Video Game,X360,Action,0.76m
Assassin's Creed: Revelations,PC,Action,0.76m
Harry Potter and the Half-Blood Prince,Wii,Action,0.76m
True Crime: New York City,PS2,Action,0.76m
Quantum Break,XOne,Action,0.76m
Genji: Days of the Blade,PS3,Action,0.75m
Shark Tale,PS2,Action,0.75m
The Lord of the Rings: Conquest,PS3,Action,0.75m
Ace Combat: Assault Horizon,PS3,Action,0.74m
X-Men Origins: Wolverine - Uncaged Edition,PS3,Action,0.74m
Madagascar: Escape 2 Africa,DS,Action,0.74m
The Lord of the Rings: The Two Towers,GBA,Action,0.74m
Pirates of the Caribbean: At World's End,PS3,Action,0.73m
Beyblade VForce: Ultimate Blader Jam,GBA,Action,0.73m
God Eater,PSP,Action,0.73m
Indiana Jones and the Staff of Kings,Wii,Action,0.72m
Star Wars Episode III: Revenge of the Sith,GBA,Action,0.72m
Ultimate Spider-Man,PS2,Action,0.72m
Monster Hunter Generations Ultimate,NS,Action,0.72m
Kouchuu Ouja Mushi King,GBA,Action,0.72m
Ben 10: Protector of Earth,PSP,Action,0.72m
LEGO Dimensions,XOne,Action,0.72m
James Cameron's Avatar: The Game,Wii,Action,0.72m
Fear Effect,PS,Action,0.72m
The Lord of the Rings: The Two Towers,XB,Action,0.71m
Scooby-Doo 2: Monsters Unleashed,GBA,Action,0.71m
Power Rangers: Dino Thunder,PS2,Action,0.71m
Blast Corps,N64,Action,0.71m
Dynasty Warriors 6,PS3,Action,0.71m
Spider-Man 2,PSP,Action,0.70m
Star Wars: Obi-Wan,XB,Action,0.70m
F-14 Tomcat,GBA,Action,0.70m
James Bond 007: Blood Stone,PS3,Action,0.70m
Transformers: Revenge of the Fallen,PS3,Action,0.70m
Metal Gear Solid HD Collection,X360,Action,0.70m
Mafia,PS2,Action,0.70m
King Kong,2600,Action,0.69m
Metal Gear Solid: Portable Ops Plus,PSP,Action,0.69m
Mortal Kombat: Shaolin Monks,PS2,Action,0.69m
Prince of Persia: The Forgotten Sands,PS3,Action,0.69m
X-Men Origins: Wolverine - Uncaged Edition,X360,Action,0.69m
The Lord of the Rings: The Return of the King,GC,Action,0.69m
Shrek the Third,X360,Action,0.69m
Shark Tale,GBA,Action,0.68m
Star Wars: Masters of Teras Kasi,PS,Action,0.68m
Iron Man,PS3,Action,0.68m
Mercenaries: Playground of Destruction,XB,Action,0.68m
LEGO Harry Potter: Years 5-7,DS,Action,0.68m
Disney Tangled,Wii,Action,0.68m
Lollipop Chainsaw,PS3,Action,0.67m
Diablo III: Eternal Collection,NS,Action,0.67m
Spice World,PS,Action,0.67m
LEGO Marvel Super Heroes 2,NS,Action,0.67m
Bakugan: Battle Brawlers,Wii,Action,0.67m
Adventures of Tron,2600,Action,0.67m
Castlevania: Lords of Shadow,X360,Action,0.66m
Finding Nemo,XB,Action,0.66m
One Piece: Pirate Warriors 2,PS3,Action,0.66m
Keystone Kapers,2600,Action,0.66m
Fist of the North Star: Ken's Rage,PS3,Action,0.66m
Shrek: Hassle at the Castle,GBA,Action,0.66m
Toy Story 3: The Video Game,PSP,Action,0.66m
Gods Eater Burst,PSP,Action,0.66m
Transformers: The Game,PSP,Action,0.65m
Kung-Fu Master,2600,Action,0.65m
LEGO Dimensions,WiiU,Action,0.65m
Harry Potter and the Half-Blood Prince,PS2,Action,0.64m
Batman: Return to Arkham,PS4,Action,0.64m
Sengoku Basara: Samurai Heroes,PS3,Action,0.64m
Real Heroes: Firefighter,Wii,Action,0.64m
X2: Wolverine's Revenge,PS2,Action,0.64m
Dead Island: Riptide,PS3,Action,0.64m
Onimusha: Dawn of Dreams,PS2,Action,0.64m
Crash of the Titans,PSP,Action,0.64m
Nightmare Creatures,PS,Action,0.63m
LEGO Star Wars II: The Original Trilogy,X360,Action,0.63m
Iron Man,PSP,Action,0.63m
The Lord of the Rings: Conquest,X360,Action,0.63m
LEGO The Incredibles,NS,Action,0.63m
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,0.63m
X-Man,2600,Action,0.63m
Transformers: Revenge of the Fallen,X360,Action,0.63m
Ghostbusters: The Video Game,X360,Action,0.62m
Metal Gear Solid 2: Substance,XB,Action,0.62m
Warriors Orochi 3,PS3,Action,0.62m
Disney Universe,PS3,Action,0.62m
Viewtiful Joe,GC,Action,0.62m
Halloween,2600,Action,0.62m
Prince of Persia: The Forgotten Sands,X360,Action,0.62m
Harry Potter and the Half-Blood Prince,DS,Action,0.62m
Samurai Warriors 2,PS2,Action,0.61m
Tomb Raider Chronicles,PS,Action,0.61m
Dragon Ball Z: Buu's Fury,GBA,Action,0.61m
James Cameron's Avatar: The Game,PSP,Action,0.61m
Spider-Man: Mysterio's Menace,GBA,Action,0.61m
Ben 10: Alien Force,PSP,Action,0.60m
Jaws Unleashed,PS2,Action,0.60m
International Superstar Soccer '98,N64,Action,0.60m
Transformers: The Game,X360,Action,0.60m
Transformers: War for Cybertron,X360,Action,0.59m
Smurf: Rescue In Gargamel's Castle,2600,Action,0.59m
Assassin's Creed: Brotherhood,PC,Action,0.59m
Barbie: Race & Ride,PS,Action,0.59m
Iron Man,Wii,Action,0.59m
Naruto: The Broken Bond,X360,Action,0.59m
Skylanders: Spyro's Adventure,3DS,Action,0.58m
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,PS2,Action,0.58m
TMNT,X360,Action,0.58m
Lost: Via Domus,X360,Action,0.58m
Middle-Earth: Shadow of Mordor,PS3,Action,0.58m
Phineas and Ferb: Across the 2nd Dimension,Wii,Action,0.58m
Terminator 3: Rise of the Machines,PS2,Action,0.58m
DEFIANCE,X360,Action,0.58m
Tom Clancy's HAWX,X360,Action,0.58m
Go Diego Go! Great Dinosaur Rescue,Wii,Action,0.58m
Tenchu 2: Birth of the Stealth Assassins,PS,Action,0.58m
Naruto: Uzumaki Chronicles 2,PS2,Action,0.58m
Transformers: The Game,Wii,Action,0.58m
The Lego Ninjago Movie Videogame,PS4,Action,0.57m
Yokai Sangokushi,3DS,Action,0.57m
Tomb Raider: Anniversary,PSP,Action,0.57m
Resident Evil: Revelations 2,PS4,Action,0.57m
Bayonetta 2,NS,Action,0.57m
LEGO Marvel Super Heroes 2,XOne,Action,0.57m
Lego Marvel Super Heroes: Universe in Peril,PSV,Action,0.57m
Spyro Orange: The Cortex Conspiracy,GBA,Action,0.57m
Ben 10: Alien Force,PS2,Action,0.57m
Iron Man,X360,Action,0.57m
Nazo no Murasame-Jou (FDS),NES,Action,0.57m
Disney Universe,X360,Action,0.57m
Dynasty Warriors 5: Xtreme Legends,PS2,Action,0.57m
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,DS,Action,0.57m
God of War: Origins Collection,PS3,Action,0.57m
Resident Evil Outbreak File #2,PS2,Action,0.57m
Bob the Builder: Can We Fix It?,PS,Action,0.57m
LEGO Jurassic World,WiiU,Action,0.57m
True Crime: Streets of LA,GC,Action,0.56m
Disney Infinity 3.0,PS3,Action,0.56m
Army Men: Sarge's Heroes,PS,Action,0.56m
Tom Clancy's HAWX,PS3,Action,0.56m
Resident Evil 2,N64,Action,0.56m
Manhunt 2,PS2,Action,0.56m
Assassin's Creed: Unity,PC,Action,0.56m
Batman Begins,PS2,Action,0.56m
Enslaved: Odyssey to the West,PS3,Action,0.56m
No More Heroes,Wii,Action,0.56m
Metal Gear Solid 3: Subsistence,PS2,Action,0.55m
The Godfather (old US sales),XB,Action,0.55m
Fighting Force 2,PS,Action,0.55m
Extermination,PS2,Action,0.55m
Madagascar: Escape 2 Africa,Wii,Action,0.55m
Dragon Ball: Xenoverse 2,NS,Action,0.55m
Super Robot Taisen F,SAT,Action,0.55m
SpongeBob SquarePants: SuperSponge,GBA,Action,0.55m
Disney Infinity 3.0,WiiU,Action,0.55m
Dynasty Warriors: Gundam 3,PS3,Action,0.54m
Iron Man,PS2,Action,0.54m
Enslaved: Odyssey to the West,X360,Action,0.54m
Assassin's Creed II,PC,Action,0.54m
Phineas and Ferb: Across the 2nd Dimension,DS,Action,0.54m
Action Force,2600,Action,0.54m
Gauntlet Legends,N64,Action,0.54m
Harry Potter and the Deathly Hallows - Part 1,Wii,Action,0.54m
Manhunt 2,Wii,Action,0.54m
The Incredible Hulk: Ultimate Destruction,PS2,Action,0.54m
