Name,Franchise,Rating igdb,Rating count igdb,Follows igdb,Name normalizes
"Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu, 6-tsu no Kotae",,,,,SIMPLE DS SERIES VOL. 48: THE SAIBANIN: 1-TSU NO SHINJITSU 6-TSU NO KOTAE
,,,,,EDOGAWA RANPO NO KAIJIN NIJUU MENSOU DS
Remember 11: The Age of Infinity,,80.0,7.0,,REMEMBER11 ~  THE AGE OF INFINITY ~ 
Awakening: The Goblin Kingdom,,,,,AWAKENING: THE GOBLIN KINGDOM
Crank In,,,,,CRANK IN
,,,,,HANAYOI ROMANESQUE: AI TO KANASHIMI
,,,,,SENGOKU HIME 4: SOUHA HYAKKEI HANAMAMORU CHIKAI
,,,,,NEVER TALES: LEGENDS
Sherlock Holmes: Nemesis,Sherlock Holmes,68.8157002246,16.0,4.0,SHERLOCK HOLMES: NEMESIS
,,,,,JOHNNY NO DASSHUTSU DAISAKUSEN
Greed 2: Forbidden Experiments,,,,,GREED: FORBIDDEN EXPERIMENTS
Lost Grimoires: Stolen Kingdom,,80.0,4.0,1.0,LOST GRIMOIRES: STOLEN KINGDOM
,,,,,DREAMWORKS MADAGASCAR 3: THE VIDEO GAME
Fushigi Yuugi DS,,,,,FUSHIGI YUUGI DS
Mystery P.I. - The New York Fortune,,60.0,0.0,,MYSTERY P.I.: THE NEW YORK FORTUNE
Crimson Room: Reverse,,,,,CRIMSON ROOM REVERSE
Barrow Hill: Curse of the Ancient Circle,,79.79100624264109,5.0,1.0,BARROW HILL: CURSE OF THE ANCIENT CIRCLE
Kouenji Joshi Soccer 2: Koi wa Nebagiba Kouenji,Kouenji Joshi Soccer,,,,KOUENJI JOSHI SOCCER 2: KOI WA NEBAGIBA KOUENJI
The Raven: Legacy of a Master Thief,,52.1027907059528,12.0,2.0,THE RAVEN: LEGACY OF A MASTER THIEF
EPHEMERAL -FANTASY ON DARK-,,50.0,0.0,,EPHEMERAL: FANTASY ON DARK
Ikatan: Ikamono Tantei,,,,,IKAMONO TANTEI: IKATAN
,,,,,UWASA NO MIDORI-KUN!! 2 FUTARI NO MIDORI!?
Azada: Ancient Magic,,,,,AZADA: ANCIENT MAGIC
,,,,,SORAYUME PORTABLE
Akogare Girls Collection: Suteki ni Nurse Days,Akogare Girls Collection,,,,AKOGARE GIRLS COLLECTION: SUTEKI NI NURSE DAYS
Last Half of Darkness: Tomb of Zojir,,,,,LAST HALF OF DARKNESS: TOMB OF ZOJIR
,,,,,PRI-SAGA! PORTABLE
,,,,,HAYARIGAMI DS: TOSHIDENSETSU KAII JIKEN
Hello Pocoyo!,,,,,HELLO POCOYO!
Princess: My Fairytale Adventure,Disney,70.0,1.0,1.0,DISNEY PRINCESS: MY FAIRYTALE ADVENTURE
,,,,,STARRY SKY: SUMMER STORIES
,,,,,NISHIMURA KYOUTAROU TRAVEL MYSTERY: AKUGYAKU NO KISETSU - TOKYO - NANKI SHIRAHAMA RENZOKU SATSUJIN JIKEN
King's Quest Collection,,60.0,1.0,,KING'S QUEST COLLECTION
Agatha Christie: Murder on the Orient Express,Hercule Poirot,69.94577834423579,7.0,3.0,AGATHA CHRISTIE: MURDER ON THE ORIENT EXPRESS
Hachi-One Diver DS,,,,,HACHI-ONE DIVER DS
,,,,,BREATH: TOIKI WA AKANEIRO
,,,,,SAIKIN KOISHITERU?
Sakai Burai Kaiji: Death or Survival,Kaiji,,,,SAKAI BURAI KAIJI: DEATH OR SURVIVAL
,,,,,THE LOST CROWN: A GHOST-HUNTING ADVENTURE
From Dust,,75.80129800658929,42.0,19.0,FROM DUST
Tonari ni Kanojo no Iru Shiawase: Winter Guest,,,,,TONARI NI KANOJO NO IRU SHIAWASE: WINTER GUEST
,,,,,HITSUJI KUNNARA KISS SHITE AGERU *
Diabolik The Original Sin,,,,,DIABOLIK: THE ORIGINAL SIN
Another Time Another Leaf: Kagami no Naka no Tantei,,,,,ANOTHER TIME ANOTHER LEAF: KAGAMI NO NAKA NO TANTEI
Postman Pat,,,,,POSTMAN PAT
Nearwood,,,,,NEARWOOD
Myst: Masterpiece Edition,,86.3441627990004,9.0,2.0,MYST: MASTERPIECE EDITION
Mystery Case Files: Prime Suspects,,61.8608112152916,6.0,1.0,MYSTERY CASE FILES: PRIME SUSPECTS
CSI: Miami,,51.7256801792578,10.0,1.0,CSI: MIAMI
Shaun the Sheep: Off His Head,,,,,SHAUN THE SHEEP: OFF HIS HEAD
Myst V: End of Ages,,70.3928686457369,17.0,6.0,MYST V: END OF AGES
,,,,,WILL O' WISP DS
,,,,,AYAKA SHIBITO PORTABLE
,,,,,DARK FALL: LIGHTS OUT - THE DIRECTOR'S CUT EDITION
,,,,,SAMANTHA SWIFT AND THE SECRET SCROLL
Hyakko: Yorozuya Jikenbo!,,,,,HYAKKO: YOROZUYA JIKENBO!
,,,,,JUUJIMOTO RIPPUTAI SYPHER PORTABLE
Nostradamus: The Last Prophecy,,50.0,1.0,,NOSTRADAMUS: THE LAST PROPHECY
,,,,,MARINE LIFE RESCUE
Nancy Drew: Danger by Design,,60.6142272485863,7.0,1.0,NANCY DREW: DANGER BY DESIGN
,,,,,PIYO-TAN: OYASHIKI SENNYUU DAISAKUSEN!
,,,,,NARABA'S WORLD: THE MYSTERIOUS PALACE
,,,,,PRINCESS BALLERINA: YUMEMIRU 4-JIN NO PRIMADONNA
,,,,,HIMEHIBI: NEW PRINCESS DAYS!! ZOKU! NI-GAKKI PORTABLE
Jade Rousseau: The Secret Revelations,,,,,JADE ROUSSEAU
,,,,,TAGO AKIRA NO ATAMA NO TAISOU DAI-3-SHUU: FUSHIGI NO KUNI NO NAZOTOKI OTOGIBANASHI
Broken Sword 5: The Serpent's Curse,,73.25546709189359,44.0,28.0,BROKEN SWORD: THE SERPENT'S CURSE
Art of Murder: FBI Confidential,,67.5987284081481,9.0,4.0,ART OF MURDER: FBI CONFIDENTIAL
Return to Mysterious Island,,70.4161922209825,9.0,7.0,RETURN TO MYSTERIOUS ISLAND
,,,,,HAYARIGAMI 2 PORTABLE: KEISHICHOU KAII JIIKEN FILE
,,,,,HAYARIGAMI 2 DS: TOSHIDENSETSU KAII JIKEN
Your Memories Off: Girl's Style,,,,,YOUR MEMORIES OFF: GIRL'S STYLE
,,,,,TOUDOU RYUUNOSUKE TANTEI NIKKI: AEN NO KOUFUNE
,,,,,TOUDOU RYUUNOSUKE TANTEI NIKKI: KOHAKUIRO NO YUIGON
,,,,,MEMORIES OFF #6 DOUBLE PACK
Sam & Max: Beyond Time and Space,,79.9020108831739,19.0,9.0,SAM & MAX: SEASON TWO
The Mystery of the Crystal Portal,,50.0,0.0,,THE MYSTERY OF THE CRYSTAL PORTAL
,,,,,TAGO AKIRA NO ATAMA NO TAISOU DAI-4-SHUU: TIME MACHINE NO NAZOTOKI DAIBOUKEN
Frankenstein: The Dismembered Bride,Frankenstein,,,1.0,FRANKENSTEIN: THE DISMEMBERED BRIDE
Runaway: A Road Adventure,,78.7158771740203,44.0,16.0,RUNAWAY: A ROAD ADVENTURE
Sinking Island,,50.0,3.0,,SINKING ISLAND
Dracula: Origin,Dracula,78.3707731156336,7.0,5.0,DRACULA: ORIGIN
,,,,,HAKUOUKI: ZUISOUROKU TWIN PACK
,,,,,MURASAKI NO HONOO
,,,,,OSOUJI SENTAI CLEAN KEEPER H
Kemeko Deluxe! DS: Yome to Meka to Otoko to Onna,,,,,KEMEKO DELUXE! DS: YOME TO MEKA TO OTOKO TO ONNA
Pogo Island,,,,,POGO ISLAND
Penumbra: Overture,,77.5497730419223,46.0,25.0,PENUMBRA: OVERTURE
,,,,,YAMAMURA MISA SUSPENSE: KYOTO KURAMAYAMA SHOU SATSUJIN JIKEN
Runaway 2: The Dream of the Turtle,,75.9500658237972,21.0,9.0,RUNAWAY: THE DREAM OF THE TURTLE
Adam's Venture Episode 1: The Search For The Lost Garden,,,,,ADAM'S VENTURE EPISODE 1: THE SEARCH FOR THE LOST GARDEN
,,,,,ROUTES PORTABLE
,,,,,DORA THE EXPLORER DOUBLE PAK
,,,,,SECRETS OF THE VATICAN: THE HOLY LANCE
,,,,,KEIKI J.B. HAROLD JIKENBO: MANHATTAN REQUIEM & KISS OF MURDER
Dark Fall,,77.8611715038664,9.0,6.0,DARK FALL: THE JOURNAL
,,,,,DRAWN TO LIFE (JP SALES)
PARADISE,,,,,PARADISE
Oddly Enough: Pied Piper,,,,,ODDLY ENOUGH: PIED PIPER
Death to Spies,,69.9619085249092,8.0,5.0,DEATH TO SPIES
,,,,,HOLLYWOOD FILES: DEADLY INTRIGUES
The Curse of Monkey Island,,85.6451859175891,218.0,104.0,THE CURSE OF MONKEY ISLAND
Outcast,,,,,OUTCAST
Discworld Noir,,92.32422430794999,17.0,11.0,DISCWORLD NOIR
Undercover: Dual Motives,,,,,UNDERCOVER: DUAL MOTIVES
Metropolis Crimes,,,,1.0,METROPOLIS CRIMES
Jolly Rover,,80.0,0.0,2.0,JOLLY ROVER
Overclocked: A History of Violence,,61.4778112543387,6.0,3.0,OVERCLOCKED: A HISTORY OF VIOLENCE
Titanic: Adventure out of Time,Titanic,79.9894756475449,6.0,4.0,TITANIC: ADVENTURE OUT OF TIME
Gone Home,,74.26746444534609,408.0,143.0,GONE HOME
Victorious: Taking the Lead,,,,,VICTORIOUS: TAKING THE LEAD
Fairyland Melody Magic,,,,,FAIRYLAND MELODY MAGIC
,,,,,DEXTER'S LAB / POWERPUFF GIRLS BUNDLE
Samantha Swift and the Golden Touch,,60.0,0.0,,SAMANTHA SWIFT AND THE GOLDEN TOUCH
Emma in the Mountains,,,,,EMMA IN THE MOUNTAINS
Women's Murder Club - Death in Scarlet,,,,,WOMEN'S MURDER CLUB: DEATH IN SCARLET
Messiah,,75.8562712707151,10.0,8.0,MESSIAH
Fierce Tales: Marcus' Memory,,,,,FIERCE TALES: MARCUS' MEMORY
The Waterhorse: Legend of the Deep,,,,,THE WATERHORSE: LEGEND OF THE DEEP
Simon the Sorcerer 3D,,31.3101255602756,5.0,2.0,SIMON THE SORCERER 3D
Atlantis Evolution,,,,2.0,ATLANTIS EVOLUTION
LOVE³ -Love Cube-,,70.0,1.0,,LOVE ONCE
,,,,,DOWNTOWN SECRETS
Ankh,,,,,ANKH
Keepsake,,82.80898876404491,5.0,1.0,KEEPSAKE
,,,,,THE CROWN OF MIDAS
Sam & Max Hit the Road,,85.30554650791811,93.0,31.0,SAM & MAX HIT THE ROAD
Urban Yeti!,,,,,URBAN YETI
Sherlock Holmes: The Awakened,Cthulhu,71.2456852859725,16.0,4.0,SHERLOCK HOLMES: THE AWAKENED
Dead Reefs,,,,,DEAD REEFS
Monopoly for Nintendo Switch,Monopoly,73.0,4.0,2.0,MONOPOLY FOR NINTENDO SWITCH
Mahjong: Dream C Club,,,,,MAHJONG * DREAM C CLUB
Billion Road,,70.0,0.0,,BILLION ROAD
Brain Age: Concentration Training,,77.0,0.0,,BRAIN AGE: CONCENTRATION TRAINING
Super Smash Bros. Brawl,Pokémon,81.77712616812559,387.0,129.0,SUPER SMASH BROS. BRAWL
Super Smash Bros. Ultimate,Final Fantasy,87.3599175211254,574.0,107.0,SUPER SMASH BROS. ULTIMATE
Super Smash Bros. for Nintendo 3DS: Roy,Fire Emblem,,,,SUPER SMASH BROS. FOR 3DS
Tekken 3,Tekken,84.81930763449229,403.0,131.0,TEKKEN 3
Super Smash Bros. Melee,Pokémon,89.0218150815381,596.0,182.0,SUPER SMASH BROS. MELEE
Street Fighter II: The World Warrior,,81.37661420175061,11.0,3.0,STREET FIGHTER II: THE WORLD WARRIOR
Tekken 2,Tekken,77.2834037606104,154.0,34.0,TEKKEN 2
Super Smash Bros.,Mario Bros.,81.18719459697891,284.0,83.0,SUPER SMASH BROS.
Super Smash Bros. for Wii U: Roy,Fire Emblem,,,,SUPER SMASH BROS. FOR WII U
Street Fighter IV,Street Fighter,80.7167884135162,120.0,47.0,STREET FIGHTER IV
Street Fighter II Turbo,Street Fighter,83.16388522470581,76.0,23.0,STREET FIGHTER II TURBO
Tekken Tag Tournament,Tekken,79.1664569673794,98.0,20.0,TEKKEN TAG TOURNAMENT
Tekken 5,Tekken,80.07518513385969,170.0,50.0,TEKKEN 5
WWF SmackDown!,WWE,66.95945794750399,26.0,7.0,WWF SMACKDOWN!
Mortal Kombat X,Mortal Kombat,81.04815846493,316.0,131.0,MORTAL KOMBAT X
Tekken 4,Tekken,72.38731782797589,129.0,32.0,TEKKEN 4
WWF War Zone,WWF,66.3981570759876,15.0,3.0,WWF WAR ZONE
Tekken,Tekken,67.6377602704783,97.0,20.0,TEKKEN
Killer Instinct,Killer Instinct,76.3415625634815,80.0,15.0,KILLER INSTINCT
WWF SmackDown! 2: Know Your Role,WWE,68.44493731563689,25.0,9.0,WWF SMACKDOWN! 2: KNOW YOUR ROLE
Dragon Ball Z: Budokai 3,Dragon Ball,80.3942986129187,86.0,26.0,DRAGON BALL Z: BUDOKAI
Mike Tyson's Punch-Out!!,Punch-Out!!,83.5418501676149,64.0,15.0,MIKE TYSON'S PUNCH-OUT!!
Dragon Ball Z: Budokai Tenkaichi 3,Dragon Ball,78.5396251687069,168.0,51.0,DRAGON BALL Z: BUDOKAI TENKAICHI 3
WWE SmackDown! vs. Raw 2006,WWE,64.7380058523985,34.0,11.0,WWE SMACKDOWN! VS. RAW 2006
,,,,,MORTAL KOMBAT (2011)
WWE Smackdown! vs. Raw,WWE,79.5793260482331,18.0,9.0,WWE SMACKDOWN! VS. RAW
WWE Smackdown! Here Comes The Pain,WWE,65.205550432461,35.0,14.0,WWE SMACKDOWN! HERE COMES THE PAIN
WWF SmackDown! Just Bring It,WWE,69.8497335546488,16.0,9.0,WWF SMACKDOWN! JUST BRING IT
Mortal Kombat Trilogy,Mortal Kombat,73.5412832457094,74.0,22.0,MORTAL KOMBAT TRILOGY
Tekken 6,Tekken,74.66839626332441,128.0,36.0,TEKKEN 6
Mortal Kombat,Mortal Kombat,81.9963987396429,295.0,86.0,MORTAL KOMBAT
WWE SmackDown! Shut Your Mouth,WWE,76.4073671621655,18.0,9.0,WWE SMACKDOWN! SHUT YOUR MOUTH
Tekken: Dark Resurrection,Tekken,70.0103097034929,5.0,1.0,TEKKEN: DARK RESURRECTION
WWE SmackDown vs. Raw 2007,WWE,78.8186742381251,37.0,16.0,WWE SMACKDOWN VS. RAW 2007
Dragon Ball Z: Budokai 2,Dragon Ball,72.5403046908701,49.0,6.0,DRAGON BALL Z: BUDOKAI 2
Pro Wrestling,,,,2.0,PRO WRESTLING
,,,,,MORTAL KOMBAT II (US & OTHERS SALES)
WCW/nWo Revenge,WCW,71.0529408488131,9.0,2.0,WCW/NWO REVENGE
WWE SmackDown vs. Raw 2008,WWE,69.7384205359727,28.0,9.0,WWE SMACKDOWN VS RAW 2008
Dissidia Final Fantasy,Final Fantasy,70.8796623596214,41.0,12.0,DISSIDIA: FINAL FANTASY
UFC 2009 Undisputed,UFC,69.9783201704297,7.0,2.0,UFC 2009 UNDISPUTED
SoulCalibur II,SoulCalibur,81.8353595526057,156.0,40.0,SOULCALIBUR II
Mortal Kombat vs. DC Universe,DC Comics,59.9864669401396,52.0,9.0,MORTAL KOMBAT VS DC UNIVERSE
Super Street Fighter II Turbo,Street Fighter,83.1749651368535,40.0,7.0,SUPER STREET FIGHTER II
ARMS,,69.8796676456969,41.0,17.0,ARMS
Def Jam Vendetta,,71.7533497968702,7.0,4.0,DEF JAM VENDETTA
Dragon Ball Z: Budokai 3,Dragon Ball,80.3942986129187,86.0,26.0,DRAGON BALL Z: BUDOKAI 3
Mortal Kombat II,Mortal Kombat,75.7014446596805,208.0,45.0,MORTAL KOMBAT II
Virtua Fighter 2,,84.29636201180321,40.0,7.0,VIRTUA FIGHTER 2
Mortal Kombat: Deception,Mortal Kombat,71.5291450293879,68.0,20.0,MORTAL KOMBAT: DECEPTION
WCW Nitro,WCW,74.6882775064825,7.0,1.0,WCW NITRO
Virtua Fighter 4,Virtua Fighter,71.1051025511807,10.0,2.0,VIRTUA FIGHTER 4
Dead or Alive 3,Dead or Alive,80.33827288808399,28.0,10.0,DEAD OR ALIVE 3
WWF Attitude,WWF,79.6517430269895,18.0,4.0,WWF ATTITUDE
Injustice 2,DC Comics,81.2760615762467,127.0,83.0,INJUSTICE 2
,,,,,POKKEN TOURNAMENT DX
Tekken 7,Tekken,78.32357063301271,146.0,52.0,TEKKEN 7
WCW vs. nWo: World Tour,WCW,,,,WCW VS. NWO: WORLD TOUR
WCW/nWo Thunder,,26.4044943820225,5.0,,WCW/NWO THUNDER
Fight Night Round 3,,68.1434899745552,18.0,4.0,FIGHT NIGHT ROUND 3
Street Fighter II: Special Champion Edition,Street Fighter,81.30802822824849,7.0,2.0,STREET FIGHTER II': SPECIAL CHAMPION EDITION
Dragon Ball Z: Budokai Tenkaichi,Dragon Ball,73.5612312619892,55.0,17.0,DRAGON BALL Z: BUDOKAI TENKAICHI
Soul Edge,,84.2362893121185,54.0,18.0,SOUL BLADE
SoulCalibur IV,,75.306622514966,83.0,19.0,SOULCALIBUR IV
Naruto Shippuden: Ultimate Ninja Storm 4,Naruto,78.03785335151291,98.0,50.0,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 4
Mortal Kombat 3,Mortal Kombat,73.7316778783374,147.0,30.0,MORTAL KOMBAT 3
Knockout Kings,,,,,KNOCKOUT KINGS
Fight Night Round 4,,84.7651010513039,13.0,3.0,FIGHT NIGHT ROUND 4
The Simpsons Wrestling,Simpsons,40.3992112240673,25.0,6.0,SIMPSONS WRESTLING
WWF No Mercy,WWF,74.6216592581081,20.0,6.0,WWF NO MERCY
WWF WrestleMania 2000,WWF,69.6142192669093,15.0,3.0,WWF WRESTLEMANIA 2000
Fight Night 2004,,,,,FIGHT NIGHT 2004
Mortal Kombat 4,Mortal Kombat,69.7471066698101,137.0,22.0,MORTAL KOMBAT 4
Dragon Ball FighterZ: Goku,Dragon Ball,,,,DRAGON BALL FIGHTERZ
WCW vs. the World,,,,,WCW VS THE WORLD
DRAGON BALL Z: KAKAROT,Dragon Ball,69.6417901453764,27.0,37.0,DRAGON BALL Z
UFC Undisputed 2010,UFC,74.14578053660671,9.0,4.0,UFC UNDISPUTED 2010
Injustice: Gods Among Us,DC Comics,72.6468849877312,225.0,86.0,INJUSTICE: GODS AMONG US
Knockout Kings 2000,,,,,KNOCKOUT KINGS 2000
Street Fighter V,Street Fighter,73.561348235675,110.0,89.0,STREET FIGHTER V
Pokkén Tournament,Pokémon,59.91367265213511,20.0,4.0,POKKEN TOURNAMENT
Marvel vs. Capcom 3: Fate of Two Worlds,Resident Evil,73.0611390634932,27.0,11.0,MARVEL VS. CAPCOM 3: FATE OF TWO WORLDS
Super Street Fighter IV,Street Fighter,72.3623953587987,42.0,10.0,SUPER STREET FIGHTER IV
WWE '12,WWE,79.84719850929369,20.0,9.0,WWE '12
Battle Arena Toshinden,,53.6083136981814,17.0,1.0,BATTLE ARENA TOSHINDEN
Super Street Fighter IV: 3D Edition,Street Fighter,78.6357171281492,7.0,1.0,SUPER STREET FIGHTER IV: 3D EDITION
WCW Mayhem,WCW,57.9942562510029,9.0,3.0,WCW MAYHEM
Naruto Shippuden: Ultimate Ninja Storm 2,Naruto,74.99148198173769,58.0,16.0,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 2
,,,,,DRAGON BALL Z: LA LEGENDE SAIEN
WWE 2K14,WWE,76.62481993364361,15.0,9.0,WWE 2K14
Dragon Ball: Xenoverse,Dragon Ball,68.12780967790741,97.0,21.0,DRAGON BALL: XENOVERSE
WWE SmackDown vs. Raw 2010,WWE,66.4136995782379,32.0,16.0,WWE SMACKDOWN VS. RAW 2010
Bushido Blade,,78.779927863621,17.0,,BUSHIDO BLADE
Fight Night Champion,,81.557126832961,30.0,10.0,FIGHT NIGHT CHAMPION
EA Sports UFC,UFC,68.8434941016986,13.0,2.0,EA SPORTS UFC
WWE SmackDown vs. Raw 2011,WWE,70.578900376651,38.0,16.0,WWE SMACKDOWN VS. RAW 2011
Virtua Fighter 5,,79.8027964813393,20.0,7.0,VIRTUA FIGHTER 5
Dragon Ball Z: Taiketsu,Dragon Ball,19.9425782295376,8.0,2.0,DRAGON BALL Z: TAIKETSU
Virtua Fighter,Virtua Fighter,52.1722795204239,24.0,,VIRTUA FIGHTER
SoulCalibur III,,79.7243103115248,83.0,19.0,SOULCALIBUR III
Naruto: Ultimate Ninja Storm,Naruto,74.28469487669881,56.0,19.0,NARUTO: ULTIMATE NINJA STORM
Mortal Kombat: Armageddon,Mortal Kombat,72.8024969226215,78.0,18.0,MORTAL KOMBAT: ARMAGEDDON
UFC Undisputed 3,UFC,70.73725509817551,7.0,1.0,UFC UNDISPUTED 3
Tag Team Match: MUSCLE,,,,,TAG TEAM MATCH M.U.S.C.L.E.
Naruto: Clash of Ninja 2,Naruto,66.4765944597143,10.0,1.0,NARUTO: CLASH OF NINJA 2
Street Fighter Alpha 3,Street Fighter,80.1435061386666,57.0,8.0,STREET FIGHTER ALPHA 3
Naruto: Clash of Ninja Revolution,Naruto,49.91410782062169,6.0,,NARUTO: CLASH OF NINJA REVOLUTION
Dead or Alive 2,Dead or Alive,75.50174533849341,53.0,15.0,DEAD OR ALIVE 2
PlayStation All-Stars Battle Royale,,64.2066469911669,53.0,12.0,PLAYSTATION ALL-STARS BATTLE ROYALE
WWE 2K19,,75.0421769359569,29.0,15.0,WWE 2K19
Injustice: Gods Among Us - Ultimate Edition,DC Comics,74.192328958308,76.0,29.0,INJUSTICE: GODS AMONG US ULTIMATE EDITION
Naruto Shippuden: Ultimate Ninja Storm 3,Naruto,75.4344063955414,77.0,19.0,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 3
WWE SmackDown vs. Raw 2009,WWE,69.5625930273958,22.0,9.0,WWE SMACKDOWN VS. RAW 2009
,,,,,TOBAL NO.1
Dissidia 012: Duodecim Final Fantasy,Final Fantasy,79.8921029366678,19.0,5.0,DISSIDIA 012: DUODECIM FINAL FANTASY
Fight Night Round 2,,89.5068724846967,8.0,1.0,FIGHT NIGHT ROUND 2
Rocky,,,,,ROCKY
Tekken Tag Tournament 2,Tekken,73.4639598848843,76.0,27.0,TEKKEN TAG TOURNAMENT 2
Street Fighter Alpha 2,Street Fighter,75.2460591580732,54.0,6.0,STREET FIGHTER ALPHA 2
Dragon Ball Z: Burst Limit,Dragon Ball,48.4481956912116,14.0,5.0,DRAGON BALL Z: BURST LIMIT
Street Fighter EX3,Street Fighter,68.17936110346609,11.0,1.0,STREET FIGHTER EX3
Street Fighter X Tekken,Street Fighter,73.44115785151389,62.0,14.0,STREET FIGHTER X TEKKEN
Dragon Ball: Raging Blast 2,Dragon Ball,78.494157128384,19.0,2.0,DRAGON BALL: RAGING BLAST 2
Killer Instinct Gold,Killer Instinct,70.8121746603295,16.0,2.0,KILLER INSTINCT GOLD
Ready 2 Rumble Boxing: Round 2,,69.2728419556924,12.0,1.0,READY 2 RUMBLE BOXING: ROUND 2
Dragon Ball Z: Budokai Tenkaichi 2,Dragon Ball,76.955156468844,70.0,15.0,DRAGON BALL Z: BUDOKAI TENKAICHI 2
Marvel vs. Capcom: Clash of Super Heroes,Mega Man,80.3503187418668,73.0,13.0,MARVEL VS. CAPCOM: CLASH OF SUPER HEROES
Marvel Nemesis: Rise of the Imperfects,Marvel,65.9427055962806,20.0,5.0,MARVEL NEMESIS: RISE OF THE IMPERFECTS
Box box,,,,,BOXING
Dragon Ball: Raging Blast,Dragon Ball,70.5088631637023,16.0,4.0,DRAGON BALL: RAGING BLAST
Persona 4 Arena,Megami Tensei,71.4540638127787,34.0,8.0,PERSONA 4 ARENA
MTV Celebrity Deathmatch,,,,,MTV CELEBRITY DEATHMATCH
Street Fighter Alpha: Warriors' Dreams,Street Fighter,75.1798440160142,31.0,3.0,STREET FIGHTER ALPHA: WARRIORS' DREAMS
SoulCalibur V,,68.6779425305329,63.0,19.0,SOULCALIBUR V
Marvel vs. Capcom 2: New Age of Heroes,Resident Evil,85.4818652687373,84.0,22.0,MARVEL VS. CAPCOM 2
Legends of Wrestling,,55.0,3.0,1.0,LEGENDS OF WRESTLING
Street Fighter EX plus Alpha,Street Fighter,68.63925359330919,13.0,1.0,STREET FIGHTER EX PLUS ALPHA
Capcom vs. SNK2: Mark of the Millennium 2001,,,,,CAPCOM VS. SNK 2: MARK OF THE MILLENNIUM 2001
Jump Ultimate Stars,Dragon Ball,79.967033495501,10.0,2.0,JUMP ULTIMATE STARS
Mortal Kombat: Unchained,Mortal Kombat,59.9894548977284,10.0,4.0,MORTAL KOMBAT: UNCHAINED
Naruto Shippuden: Ultimate Ninja Storm Generations,Naruto,70.6056263072555,42.0,14.0,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM GENERATIONS
,,,,,DRAGON BALL Z: ULTIME MENACE
X-Men Mutant Academy 2,X-Men,67.0898735455243,13.0,1.0,X-MEN: MUTANT ACADEMY 2
Virtua Fighter 4: Evolution,Virtua Fighter,88.2474489573502,12.0,,VIRTUA FIGHTER 4: EVOLUTION
SoulCalibur VI,,82.10222635583669,66.0,19.0,SOULCALIBUR VI
Godzilla: Destroy All Monsters Melee,Godzilla,64.90105449916851,10.0,2.0,GODZILLA: DESTROY ALL MONSTERS MELEE
Battle Arena Toshinden 2,,,,,BATTLE ARENA TOSHINDEN 2
Marvel vs. Capcom: Infinite,Marvel,73.4032375849808,35.0,29.0,MARVEL VS. CAPCOM: INFINITE
Naruto: Clash of Ninja,Naruto,66.9739608097816,13.0,4.0,NARUTO: CLASH OF NINJA
Bushido Blade 2,,78.5132646987207,13.0,1.0,BUSHIDO BLADE 2
,,,,,FIGHT NIGHT ROUND 2004
Naruto Shippuden: Ultimate Ninja 4,,64.2040053159216,12.0,1.0,NARUTO SHIPPUDEN: ULTIMATE NINJA 4
Street Fighter Anniversary Collection,Street Fighter,,,1.0,STREET FIGHTER ANNIVERSARY COLLECTION
Dead or Alive 5,,74.2579432846159,27.0,13.0,DEAD OR ALIVE 5
One Piece: Burning Blood,One Piece,69.54514775596719,15.0,6.0,ONE PIECE: BURNING BLOOD
,,,,,MOBILE SUIT Z GUNDAM: AEUG VS. TITANS
WWF In Your House,WWE,55.3932584269663,5.0,1.0,WWF IN YOUR HOUSE
Fighters Megamix,,,,1.0,FIGHTERS MEGAMIX
Dragon Ball Z: Ultimate Tenkaichi,Dragon Ball,51.1527466731819,33.0,13.0,DRAGON BALL Z: ULTIMATE TENKAICHI
Naruto: Ultimate Ninja,Naruto,67.2950009259178,39.0,9.0,NARUTO: ULTIMATE NINJA
Backyard Wrestling: Don't Try This at Home,,,,,BACKYARD WRESTLING: DON'T TRY THIS AT HOME
Fighters Uncaged,,70.0,1.0,,FIGHTERS UNCAGED
,,,,,FROM TV ANIMATION ONE PIECE: GRAND BATTLE 2
The Fight: Lights Out,,,,1.0,THE FIGHT: LIGHTS OUT
JoJo's Bizarre Adventure: All Star Battle,JoJo's Bizarre Adventure,85.11843354755611,15.0,9.0,JOJO'S BIZARRE ADVENTURE: ALL STAR BATTLE
BlazBlue: Calamity Trigger,,76.7390987617517,37.0,13.0,BLAZBLUE: CALAMITY TRIGGER
Ultra Street Fighter II: The Final Challengers,Street Fighter,69.8228062289768,8.0,3.0,ULTRA STREET FIGHTER II: THE FINAL CHALLENGERS
Naruto: Ultimate Ninja 2,Naruto,69.2622985843765,24.0,4.0,NARUTO: ULTIMATE NINJA 2
Knockout Kings 2001,,,,,KNOCKOUT KINGS 2001
WWE Raw 2,WWE,,,,WWE RAW 2
Fatal Fury Special,Fatal Fury,70.0710738982,24.0,2.0,FATAL FURY SPECIAL
,,,,,WWF RAW (2002)
Jump Super Stars,Dragon Ball,77.0,2.0,,JUMP SUPER STARS
